,cv,type,ru,,
,утрав ,noun masculine,остров,,
,ливерпуль ,nonetype,ливерпуль,,
,геральдика ,noun feminine,геральдика,,
,геральдика ,noun,геральдика,,
,Бенин кӳлмекĕ ,proper masculine,Бенин,,
,кальци ,noun masculine,кальций,,
,кальци ,noun masculine,кальций,,
,это ,pronoun interjection,это,,
,анкăл майра йĕппи ,noun feminine,английская булавка,,
,анкăл майра йĕппи ,nonetype,Английская булавка,,
,антарктика ,nonetype,антарктика,,
,антарктика ,noun feminine,Антарктика,,
,мехико ,nonetype,мехико,,
,украин чĕлхи ,proper,украинский язык,,
,Чанаккале ,nonetype,Чанаккале,,
,Конфуци ,proper masculine,Конфуций,,
,Конфуци ,nonetype,конфуций,,
,плутарх ,nonetype,плутарх,,
,плутарх ,proper,Плутарх,,
,инçе ,noun,дальний,,
,инçе ,noun,далёкий,,
,инçе ,adjective,далекий,,
,инçе ,adverb,далеко,,
,сочи ,verb,сочи,,
,сочи ,noun masculine,Сочи,,
,пичче ,noun masculine,дядя,,
,пичче ,noun masculine,брат,,
,пичче ,nonetype,мой старший брат,,
,пичче ,nonetype,старший брат,,
,çул палли ,noun masculine,дорожный знак,,
,çул палли ,noun,дорожный знак,,
,Флодден патĕнчи çапăçу ,nonetype,Битва при Флоддене,,
,пǎчǎрта ,verb,сжимать,,
,пǎчǎрта ,verb,стискивать,,
,панама ,noun,панама,,
,панама ,proper feminine,Панама,,
,тяньцзинь ,nonetype,тяньцзинь,,
,тяньцзинь ,proper masculine,Тяньцзинь,,
,пĕвĕ ,noun feminine,дамба,,
,пĕвĕ ,noun feminine,плотина,,
,пĕвĕ ,noun feminine,плотина,,
,тăвар ,noun feminine,соль,,
,тăвар ,adjective,солевой,,
,тăвар ,verb noun,соли,,
,тăвар ,adjective,соляной,,
,тăвар ,noun feminine,соль,,
,ндебеле ,nonetype,ндебеле,,
,Непал ,proper masculine,Непал,,
,Непал ,nonetype,непал,,
,СССР ,proper masculine,СССР,,
,СССР ,proper masculine,Союз Советских Социалистических Республик,,
,СССР ,nonetype,союз советских социалистических республик,,
,водка ,noun feminine,водка,,
,водка ,noun feminine,горелка,,
,водка ,nonetype,Водка,,
,Вăтаçĕр тинĕсĕ ,proper neuter,Средиземное море,,
,Вăтаçĕр тинĕсĕ ,nonetype,средиземное море,,
,сĕлеке парĕ ,noun,слюнные железы,,
,сĕлеке парĕ ,noun,слюнные железы,,
,Иванов Константин Васильевич ,nonetype,Константин Васильевич Иванов,,
,Ботсвана ,proper feminine,Ботсвана,,
,Ботсвана ,nonetype,ботсвана,,
,Хусан кĕпернийĕ ,nonetype,Казанская губерния,,
,Франци департаменчĕсем ,nonetype,Департаменты Франции,,
,Арча ,nonetype,Арск,,
,Арча ,noun feminine,коробка,,
,Арча ,noun masculine,сундук,,
,Арча ,noun masculine,ящик,,
,Суворов ,nonetype,Александр Васильевич Суворов,,
,Йăла-йĕрке ,nonetype,Традиция,,
,Йăла-йĕрке ,noun,традиция,,
,Йăла-йĕрке ,noun feminine,традиция,,
,чуччу ,noun feminine,качели,,
,чуччу ,noun,качели,,
,Банат ,nonetype,Банат,,
,подлежащи ,noun masculine,подлежащее,,
,подлежащи ,noun,подлежащее,,
,меланези ,nonetype,меланезия,,
,меланези ,proper feminine,Меланезия,,
,Германи патшалăхĕн гимнĕ ,nonetype,Песнь немцев,,
,кăкăр ,noun feminine,грудь,,
,кăкăр ,noun,перси,,
,кăкăр ,adjective,грудной,,
,чагатай чĕлхи ,nonetype,чагатайский язык,,
,милан ,nonetype,милан,,
,Родос Колосĕ ,proper,Колосс Родосский,,
,эпоним ,noun masculine,эпоним,,
,эпоним ,nonetype,эпоним,,
,моцарелла ,nonetype,моцарелла,,
,моцарелла ,nonetype,моцарелла,,
,нисеп ,noun masculine,этикет,,
,нисеп ,nonetype,Этикет,,
,тирана ,noun,тирана,,
,Тунисăн административлă пайланăвĕ ,nonetype,Административное деление Туниса,,
,вирджини ,nonetype,виргиния,,
,вирджини ,proper feminine,Вирджиния,,
,лингвистика ,noun feminine,лингвистика,,
,лингвистика ,noun neuter,языкознание,,
,лингвистика ,noun,лингвистика,,
,Сан-Марино ,proper masculine,Сан-Марино,,
,Сан-Марино ,nonetype,Сан Марино,,
,Сан-Марино ,nonetype,сан-марино,,
,Чӑвашла ,proper feminine,Филиппины,,
,Чӑвашла ,proper masculine,чувашский,,
,Чӑвашла ,adjective masculine,чувашский,,
,Флорида ,proper feminine,Флорида,,
,Флорида ,nonetype,флорида,,
,кĕтсе тăр ,verb,поджидать,,
,купа ,noun,груда,,
,купа ,noun,кипа,,
,купа ,noun,куча,,
,купа ,noun,стопка,,
,кустăрма ,noun neuter,колесо,,
,кустăрма ,nonetype,колесный :,,
,кустăрма ,noun neuter,колесо,,
,майсăр ,adjective,непригодный,,
,майсăр ,nonetype,несподручно,,
,майсăр ,adjective,неудачный,,
,майсăр ,adjective adverb,неудобно,,
,майсăр ,adjective,неудобный,,
,намăс ,nonetype,совестно,,
,намăс ,noun feminine,совесть,,
,намăс ,noun neuter,сознание,,
,намăс ,noun masculine,стыд,,
,намăс ,adjective adverb,стыдно,,
,намăс ,noun,сознание,,
,наян ,adjective adverb,лениво,,
,наян ,adjective,ленивый,,
,наян ,noun masculine,лентяй,,
,нимĕр ,verb,давить,,
,нимĕр ,noun,кисель,,
,нимĕр ,verb,мять,,
,нимĕр ,noun neuter,пюре,,
,нимĕр ,verb,разминать,,
,паллах ,interjection,конечно,,
,паллах ,adjective adverb,безусловно,,
,паллах ,adjective,известно,,
,паллах ,adverb,несомненно,,
,паллах ,adjective adverb,ясно,,
,пас ,noun feminine,изморозь,,
,пас ,noun masculine,иней,,
,патшалăх ,noun neuter,государство,,
,патшалăх ,adjective,государственный,,
,патшалăх ,noun,государство,,
,пахчаçă ,nonetype,овощевод,,
,пахчаçă ,nonetype,огородник,,
,пăтă ,noun feminine,каша,,
,пăтă ,noun,гречневая каша,,
,перекет ,noun,экономия,,
,пĕве ,nonetype,запруживать,,
,пĕве ,noun masculine,пруд,,
,пĕве ,nonetype,прудовый пёвеле прудить,,
,пĕве ,noun masculine,пруд,,
,пĕрĕх ,nonetype,бить струей,,
,пĕрĕх ,verb,моросить,,
,пĕрĕх ,nonetype,опрыскивать,,
,пĕчĕкле ,nonetype,в детском возрасте,,
,пĕчĕкле ,nonetype,сызмала,,
,пукане ,noun feminine,кукла,,
,пукане ,adjective,кукольный,,
,пукане ,noun feminine,кукла,,
,пуçламăш ,noun verb,начало,,
,пуçламăш ,adjective,начальный,,
,сап ,nonetype,выплескивать,,
,сап ,verb,насыпать,,
,сап ,verb,обливать,,
,сап ,verb,плескать,,
,сап ,verb,поливать,,
,сап ,verb,разбрасывать,,
,сап ,verb,рассыпать,,
,сап ,verb,сыпать,,
,сăмсах ,noun,выступ,,
,сăмсах ,noun feminine,коса,,
,сăмсах ,noun masculine,мыс,,
,сăмсах ,noun masculine,отмель,,
,сăмсах ,noun masculine,угол,,
,сĕвен ,nonetype,опираться о что-л.,,
,сĕвен ,verb,прижиматься,,
,сĕвен ,verb,прислоняться,,
,сĕмсĕр ,adjective,бессовестный,,
,сĕмсĕр ,nonetype,наглец,,
,сĕмсĕр ,adjective adverb,нагло,,
,сĕмсĕр ,adjective,наглый,,
,сĕмсĕр ,noun,нахал,,
,сĕмсĕр ,adjective adverb,нахально,,
,сĕтĕрĕнсе çит ,nonetype,доплестись,,
,силлен ,verb,качаться,,
,силлен ,verb,раскачиваться,,
,силлен ,verb,трястись,,
,сÿнсе лар ,verb,потухнуть,,
,сыват ,verb,вылечивать,,
,сыват ,verb,исцелять,,
,сысна ,noun feminine,свинья,,
,сысна ,adjective,свиной,,
,çапăн ,verb,налетать,,
,çапăн ,verb,сталкиваться,,
,çапăн ,verb,удариться,,
,Улхаш &lt;юханшыв&gt; ,nonetype,Алгашка р.,,
,кашта ,noun masculine,брус,,
,кашта ,noun,перекладина,,
,кашта ,noun,шест,,
,кун ,noun masculine,день,,
,кун ,noun,дневной,,
,кун ,noun p,сутки,,
,кун ,nonetype,День,,
,кун ,noun,сутки,,
,лаша таврашĕ ,noun,сбруя,,
,ма тесен ,conjunction,потому что,,
,начарлан ,nonetype,тощать,,
,начарлан ,verb,ухудшаться,,
,начарлан ,verb,худеть,,
,ниçталла ,nonetype,ни в какую сторону,,
,ниçталла ,adverb,никуда,,
,нÿрел ,nonetype,становиться влажным,,
,нÿрел ,nonetype,сыреть,,
,паллăмарлăх ,noun,неизвестность,,
,пăлан ,adjective,олений,,
,пăлан ,noun masculine,олень,,
,пехилле ,verb,благословлять,,
,пехилле ,nonetype,напутствовать,,
,пĕтер ,verb impf,ликвидировать,,
,пĕтер ,verb,завершать,,
,пĕтер ,verb,истреблять,,
,пĕтер ,verb,кончать,,
,пĕтер ,verb impf,уничтожать,,
,сарă ,adjective masculine,жёлтый,,
,сарă ,nonetype,желтизна,,
,сарă ,adjective,желтый,,
,сарă ,adjective,красивый,,
,сарă ,adjective noun,красный,,
,сарă ,nonetype,русоволосый,,
,сарă ,adjective,русый,,
,сарă ,adjective,яркий,,
,сăрлан ,nonetype,краситься,,
,сăрлан ,nonetype,пачкаться краской,,
,симĕс ,noun masculine,зелёный,,
,симĕс ,adjective,зеленый,,
,симĕс ,adjective,незрелый,,
,çаран ,noun masculine,луг,,
,çаран ,adjective,луговой,,
,çăварни ,noun,масленица,,
,çăварни ,nonetype,масленичный,,
,çăмха ,noun masculine,клубок,,
,çăмха ,masculine,моток,,
,çерен хир ,noun feminine,степь,,
,çиелтен ,nonetype,по поверхности,,
,çиелтен ,nonetype,поверху,,
,çиелтен ,adverb adposition,сверху,,
,çилсĕр ,nonetype,без ветра,,
,çилсĕр ,nonetype,безветренный,,
,çулçă ,noun neuter,лист,,
,çулçă ,noun,листок,,
,çулçă ,nonetype,ботва,,
,çур çĕр ,noun feminine,полночь,,
,çур çĕр ,nonetype,полночный,,
,çухат ,nonetype,лишаться чего-л.,,
,çухат ,verb,терять,,
,тапхăр ,noun,время,,
,тапхăр ,noun,период,,
,тапхăр ,noun,пора,,
,тавăрлан ,nonetype,становиться тесным,,
,тавăрлан ,nonetype,узким,,
,тăрмаш ,verb,возиться,,
,тăрмаш ,verb,заботиться,,
,тăрмаш ,verb,копаться,,
,тăрмаш ,verb,копошиться,,
,тăрмаш ,verb,стараться,,
,тăрмаш ,nonetype,усердствовать,,
,тăрмаш ,verb,хлопотать,,
,темле ,pronoun,какой-то,,
,темле ,nonetype,неизвестно как,,
,темле ,nonetype,неизвестно какой,,
